delta_t,delta_P,N_d,delta_n,Ratio,Variance (%),Total Cost [$],Offline Compute [s]
1600.0,65.0,26.0,4.0,3.5502958579881656,4.018810035842294,5125.116684240633,2.231630363637868
1440.0,80.0,5.0,1.0,60.0,0.9111111111111112,4872.081484791267,2.94560279999992
1080.0,65.0,14.0,4.0,6.593406593406593,3.727279968140184,4405.397677521237,2.671737272724964
2400.0,75.0,9.0,1.0,35.55555555555556,3.645677419354839,5469.252683305962,3.841039818181095
1440.0,75.0,21.0,3.0,5.079365079365079,2.2458781362007167,4241.569819828924,2.757224172724157
1800.0,105.0,17.0,1.0,13.445378151260504,1.989008363201912,7163.806297992917,3.6468200818198966
960.0,130.0,8.0,1.0,23.07692307692308,2.4344086021505373,4414.162885625635,3.129882927276247
900.0,80.0,12.0,3.0,8.333333333333334,0.9777777777777776,4121.555998832017,3.238857818182706
1800.0,55.0,15.0,3.0,9.696969696969695,3.010752688172043,4811.355000757347,3.2052354090926447
960.0,100.0,13.0,2.0,9.23076923076923,4.324970131421744,4580.386272652596,3.4670001545508224
1800.0,55.0,16.0,3.0,9.090909090909092,3.959856630824373,4800.633189243204,3.37956314545855
960.0,80.0,13.0,3.0,7.6923076923076925,3.277777777777778,4219.683992817969,3.5628408454570244
2880.0,55.0,6.0,1.0,72.72727272727273,2.1505376344086025,6557.74108459405,3.285132845454924
1800.0,60.0,18.0,3.0,7.407407407407407,0.1657347670250896,5022.235965887021,3.094103945453588
1200.0,95.0,17.0,2.0,7.430340557275541,1.6061935483870966,5107.129745177585,3.116062290909626
1728.0,40.0,10.0,4.0,15.0,3.974512146555157,5051.375508919494,3.74705515454645
2700.0,80.0,16.0,1.0,18.75,3.0360493827160493,8339.526523720759,3.1616316999994027
900.0,125.0,7.0,1.0,27.428571428571427,0.0526451612903225,5272.401129935464,4.31770669999506
3600.0,30.0,16.0,4.0,12.5,4.646193548387097,7077.062033052014,4.996820999998652
960.0,80.0,18.0,4.0,4.166666666666667,2.4,4496.424535276267,2.8363254545441703
1200.0,85.0,22.0,3.0,4.278074866310161,2.0043010752688173,4517.706061219386,3.1451587636335963
2700.0,40.0,19.0,4.0,7.894736842105263,3.3831259790256203,6878.539211271386,3.765480018179832
1350.0,85.0,5.0,1.0,56.47058823529412,1.5913978494623655,4637.33059932281,3.419033327272204
1152.0,45.0,6.0,4.0,22.22222222222222,4.874551971326166,4433.452620336412,3.6579404272766127
1920.0,55.0,16.0,3.0,9.090909090909092,2.5376344086021505,5015.452063976312,2.8681059363642074
1350.0,85.0,16.0,2.0,8.823529411764707,1.8574910394265232,5282.418822802684,4.057981654545239
1200.0,60.0,14.0,4.0,7.142857142857143,1.3860931899641575,4472.088517467008,3.3495651454537767
1200.0,75.0,15.0,3.0,7.111111111111111,4.666666666666667,4305.187601982648,2.815036063635489
1800.0,100.0,12.0,1.0,20.0,0.845878136200717,4884.09158555221,3.691804009087553
1080.0,55.0,3.0,2.0,72.72727272727273,2.586379928315412,4472.291205397932,3.836919363637042
